# time, X, Y, Z
7.304750618219375610e+03,-1.303577893252999987e+06,8.991234619214707054e+05,3.139305965610858984e+06
7.353616993546485901e+03,-1.444504200076785870e+06,8.096883623671559617e+05,3.102897179243794177e+06
7.479645033955574036e+03,-1.791594402531397995e+06,5.707921647924813442e+05,2.975554470495941117e+06
7.651319497227668762e+03,-2.218658756245554425e+06,2.318285251666863915e+05,2.727853561179334298e+06
7.800221840143203735e+03,-2.537799733193016145e+06,-6.792793616005488730e+04,2.448903641577847302e+06
7.993659654736518860e+03,-2.869608643714145757e+06,-4.541694942832636298e+05,2.008303040197127033e+06
8.111993362545967102e+03,-3.021775996251443867e+06,-6.831761405731828418e+05,1.701569486170334509e+06
8.177307119488716125e+03,-3.088265721495691221e+06,-8.057860961331571452e+05,1.522066254444028018e+06
8.188005298137664795e+03,-3.097943359809738118e+06,-8.255641031217185082e+05,1.492042887103157351e+06
8.190818240284919739e+03,-3.100430828612170648e+06,-8.307493093203009339e+05,1.484120978116434533e+06
8.193234229326248169e+03,-3.102548254946785979e+06,-8.351976994155957364e+05,1.477307878885525279e+06
8.200482196569442749e+03,-3.108794966420508455e+06,-8.485143518994993065e+05,1.456818509330095723e+06
8.222226098179817200e+03,-3.126582446998649277e+06,-8.882018273355087731e+05,1.394908966852145502e+06
8.287457803130149841e+03,-3.171308730913689826e+06,-1.004746737596125226e+06,1.205458719249617774e+06
8.450112712144851685e+03,-3.225631583175693173e+06,-1.276315223751411075e+06,7.132066818405215163e+05
8.649020557880401611e+03,-3.180225009535625577e+06,-1.563539134512008168e+06,8.794856899221024651e+04
8.667445345401763916e+03,-3.169834670135952998e+06,-1.587288025042413501e+06,2.950438672294680873e+04
8.674776769518852234e+03,-3.165411834349670447e+06,-1.596594213249910856e+06,6.245620722890678735e+03
8.676927637338638306e+03,-3.164083186910685152e+06,-1.599308790311647346e+06,-5.780092317912858562e+02
8.678773867607116699e+03,-3.162931481344468426e+06,-1.601633213429518975e+06,-6.435153089654420910e+03
8.684312558412551880e+03,-3.159414103149567265e+06,-1.608574947979708901e+06,-2.400625708962139470e+04
8.700928630948066711e+03,-3.148302609111384023e+06,-1.629114616777322255e+06,-7.671211407676276576e+04
8.750776848673820496e+03,-3.109962840480345767e+06,-1.688118447751291096e+06,-2.346410318414175126e+05
8.836776410937309265e+03,-3.026417626254532021e+06,-1.780371472782847472e+06,-5.055349499767447123e+05
8.915899945855140686e+03,-2.930561995793898590e+06,-1.854115788570974721e+06,-7.515998694379961817e+05
9.102146183013916016e+03,-2.636771403864151333e+06,-1.983215157845159294e+06,-1.310252851773269242e+06
9.183341398119926453e+03,-2.480685240018154960e+06,-2.019158143339673756e+06,-1.541184790467779385e+06
9.295350112676620483e+03,-2.239943839131110813e+06,-2.047884074209319428e+06,-1.843452736792551354e+06
9.410220114111900330e+03,-1.965231675096081803e+06,-2.051947861520116217e+06,-2.130402428544664755e+06
9.517534646987915039e+03,-1.686173767171341460e+06,-2.032484157283070264e+06,-2.374254273864092771e+06
9.621850629448890686e+03,-1.397134165790609084e+06,-1.992242529131117277e+06,-2.586271773145471234e+06
9.835730480313301086e+03,-7.625826924730536994e+05,-1.846022593330291566e+06,-2.934829739829075988e+06
1.000159014725685120e+04,-2.460692199405284773e+05,-1.677078064950854518e+06,-3.117698850179443136e+06
1.021825945425033569e+04,4.365128932989167515e+05,-1.391133045584577601e+06,-3.232747952379600611e+06
1.034229884493350983e+04,8.205677515286778798e+05,-1.198525350667848252e+06,-3.233416534808844328e+06
1.045482902169227600e+04,1.158770724283488467e+06,-1.008449286646125256e+06,-3.192687195071823895e+06
1.068659323120117188e+04,1.806789736636230722e+06,-5.810945496938738506e+05,-2.987174414253084455e+06
1.092260764622688293e+04,2.370885370145618916e+06,-1.152405948076939821e+05,-2.618970848879361060e+06
1.115660086417198181e+04,2.804353487521648873e+06,3.527729984268172411e+05,-2.114228448012740351e+06
1.126252961373329163e+04,2.952676953975951299e+06,5.599230115802619839e+05,-1.846821365749998484e+06
1.136842283368110657e+04,3.068570392626119778e+06,7.608451833726234036e+05,-1.559215308194428449e+06
1.137677003407478333e+04,3.076286972034264356e+06,7.763553229490306694e+05,-1.535772764465753688e+06
1.139428277909755707e+04,3.091792474179094657e+06,8.087220401910606306e+05,-1.486249913386390312e+06
1.140941974699497223e+04,3.104444742574155796e+06,8.365016713198315119e+05,-1.443084185468505835e+06
1.145483065068721771e+04,3.138199510162424296e+06,9.186840652790862368e+05,-1.311678034396575764e+06
1.158926614558696747e+04,3.200628982339383569e+06,1.150419885309268022e+06,-9.081342721984003438e+05
1.193556016957759857e+04,3.099270728938203305e+06,1.644015487312779529e+06,1.872573777560029121e+05
1.224204059600830078e+04,2.704664587850879412e+06,1.921212584868975217e+06,1.141701279681453248e+06
1.260303833627700806e+04,1.923745389796737581e+06,2.019528471530722920e+06,2.123420974175788462e+06
1.299582743990421295e+04,7.987718620343804359e+05,1.834519916814443422e+06,2.878901204584517516e+06
1.333567172729969025e+04,-2.791928014464714797e+05,1.449656218404130545e+06,3.183948088874641340e+06
1.354357888460159302e+04,-9.313037127954993630e+05,1.129978684684535954e+06,3.193292321225769818e+06
1.361787279319763184e+04,-1.156213014196165139e+06,1.003347913120101206e+06,3.163503961823415942e+06
1.364578976213932037e+04,-1.239176154996663565e+06,9.543186831020972459e+05,3.147843944102680311e+06
1.366554381597042084e+04,-1.297313298672786215e+06,9.191813471819037804e+05,3.135299200344000943e+06
1.368761881220340729e+04,-1.361693514814787544e+06,8.794988927846058505e+05,3.119852328816040419e+06
1.374817150914669037e+04,-1.534864361325597623e+06,7.685421653663283214e+05,3.069806373680433258e+06
1.388722755539417267e+04,-1.910700851217483170e+06,5.039284394065025845e+05,2.913262664017430972e+06
1.402345169305801392e+04,-2.243900694590432569e+06,2.354083243938879168e+05,2.706199045603896957e+06
1.414971592140197754e+04,-2.516530497981880326e+06,-1.740572407154830580e+04,2.470183837095492054e+06
1.444453518724441528e+04,-2.994553412602263037e+06,-5.998671537624222692e+05,1.776610426023155916e+06
1.454023358762264252e+04,-3.096948402531787287e+06,-7.803765214046350447e+05,1.516065340828163782e+06
1.455317321252822876e+04,-3.108695350622489583e+06,-8.042853989889567019e+05,1.479747749558981508e+06
1.457818860113620758e+04,-3.129969173415692523e+06,-8.501324723352515139e+05,1.408859930253367173e+06
1.459947704851627350e+04,-3.146575313594955020e+06,-8.887429972585063661e+05,1.347857506216461072e+06
1.466334239065647125e+04,-3.188060644943389110e+06,-1.002161394154399866e+06,1.161404187635809649e+06
1.483563159573078156e+04,-3.236825531558126677e+06,-1.287166566729979590e+06,6.377016223956265021e+05
1.500814723861217499e+04,-3.192782101612561382e+06,-1.535637205528955208e+06,9.513916582709595968e+04
1.503596573889255524e+04,-3.177046381323134992e+06,-1.571758075478987303e+06,6.999700889095009188e+03
1.503957611560821533e+04,-3.174830196596820373e+06,-1.576360688602794893e+06,-4.440759665954152297e+03
1.504709940016269684e+04,-3.170084057711272500e+06,-1.585887989092346746e+06,-2.827972424492980645e+04
1.505359227800369263e+04,-3.165848999513960909e+06,-1.594040989616483450e+06,-4.885216914232159615e+04
1.507299716556072235e+04,-3.152426496173424181e+06,-1.618020768106625648e+06,-1.103191141589289618e+05
1.512714747154712677e+04,-3.108943783921883907e+06,-1.681812720123746898e+06,-2.815508565527906176e+05
1.519782937574386597e+04,-3.039018613721690141e+06,-1.757928306437632767e+06,-5.037598295387781109e+05
1.526277223348617554e+04,-2.961907268233605660e+06,-1.820446817872891203e+06,-7.057894042785149068e+05
1.545760080671310425e+04,-2.660186787234478630e+06,-1.963045191261021420e+06,-1.291357570947806351e+06
1.556065509736537933e+04,-2.460764474506756756e+06,-2.009988976597692352e+06,-1.583340580511347624e+06
1.564987625765800476e+04,-2.267861232186177280e+06,-2.034209106819764012e+06,-1.823192532997053349e+06
1.585419922614097595e+04,-1.763754244465545751e+06,-2.031498431502635824e+06,-2.317295382422918919e+06
1.605460813951492310e+04,-1.201061835433483124e+06,-1.950675242815110832e+06,-2.712374825786954723e+06
1.626764115047454834e+04,-5.530239878784996690e+05,-1.783418943161049625e+06,-3.018188095834084786e+06
1.639944492602348328e+04,-1.381969146516258188e+05,-1.640894370015610708e+06,-3.142629595273709390e+06
